,Cert_ID,Class_Type,Effective_Date,Change_Type
129,32297,Savings,2000-03-29,Combinations
130,1190,Commercial,2000-03-31,Combinations
131,28244,Commercial,2000-03-31,Combinations
132,27833,Commercial,2000-03-31,Combinations
133,16259,Commercial,2000-04-01,Combinations
134,27870,Commercial,2000-04-01,Combinations
135,33830,Commercial,2000-04-01,Combinations
136,32567,Commercial,2000-04-01,Combinations
137,1669,Commercial,2000-04-01,Combinations
138,23018,Commercial,2000-04-01,Combinations
139,20467,Commercial,2000-04-01,Combinations
140,9220,Commercial,2000-04-01,Combinations
141,26672,Commercial,2000-04-01,Combinations
142,33924,Commercial,2000-04-03,Combinations
143,25895,Commercial,2000-04-03,Combinations
144,23813,Commercial,2000-04-03,Combinations
145,24899,Commercial,2000-04-04,Combinations
146,18450,Commercial,2000-04-04,Combinations
147,27502,Commercial,2000-04-08,Combinations
148,10025,Commercial,2000-04-14,Combinations
149,3187,Commercial,2000-04-14,Combinations
150,24344,Commercial,2000-04-14,Combinations
151,18849,Commercial,2000-04-14,Combinations
152,6079,Commercial,2000-04-14,Combinations
153,24810,Commercial,2000-04-14,Combinations
154,5861,Commercial,2000-04-14,Combinations
155,6737,Commercial,2000-04-15,Combinations
156,33870,Commercial,2000-04-15,Combinations
157,21977,Savings,2000-04-15,Combinations
158,18350,Commercial,2000-04-15,Combinations
159,6777,Commercial,2000-04-15,Combinations
160,11556,Commercial,2000-04-20,Combinations
161,2397,Commercial,2000-04-21,Combinations
162,31050,Commercial,2000-04-24,Combinations
163,90991,Commercial,2000-04-26,Combinations
164,27230,Commercial,2000-04-26,Combinations
165,6049,Commercial,2000-04-28,Combinations
166,1162,Commercial,2000-04-29,Combinations
167,17359,Commercial,2000-04-29,Combinations
168,13943,Commercial,2000-04-29,Combinations
169,33797,Commercial,2000-04-29,Combinations
170,28878,Savings,2000-04-30,Combinations
171,91400,Savings,2000-05-01,Combinations
172,90513,Savings,2000-05-01,Combinations
173,29754,Commercial,2000-05-01,Combinations
174,19821,Commercial,2000-05-01,Combinations
175,8602,Commercial,2000-05-03,Combinations
176,12631,Commercial,2000-05-04,Combinations
177,32990,Commercial,2000-05-05,Combinations
178,34226,Commercial,2000-05-05,Combinations
179,28699,Savings,2000-05-05,Combinations
180,27379,Commercial,2000-05-06,Combinations
181,10084,Commercial,2000-05-06,Combinations
182,10457,Commercial,2000-05-08,Combinations
183,26699,Commercial,2000-05-08,Combinations
184,18004,Commercial,2000-05-08,Combinations
185,27561,Commercial,2000-05-08,Combinations
186,4937,Commercial,2000-05-09,Combinations
187,13658,Commercial,2000-05-09,Combinations
188,871,Commercial,2000-05-11,Combinations
189,30555,Savings,2000-05-12,Combinations
190,24501,Commercial,2000-05-12,Combinations
191,26990,Commercial,2000-05-12,Combinations
192,90209,Commercial,2000-05-12,Combinations
193,19702,Commercial,2000-05-12,Combinations
194,1549,Commercial,2000-05-12,Combinations
195,25271,Commercial,2000-05-12,Combinations
196,14511,Commercial,2000-05-18,Combinations
197,27108,Commercial,2000-05-18,Combinations
198,31161,Commercial,2000-05-18,Combinations
199,8795,Commercial,2000-05-19,Combinations
200,11684,Commercial,2000-05-19,Combinations
201,10478,Commercial,2000-05-19,Combinations
202,4397,Commercial,2000-05-19,Combinations
203,5515,Savings,2000-05-19,Combinations
204,29568,Commercial,2000-05-20,Combinations
205,24184,Commercial,2000-05-20,Combinations
206,3212,Commercial,2000-05-26,Combinations
207,5461,Commercial,2000-05-27,Combinations
208,5474,Commercial,2000-05-27,Combinations
209,14245,Commercial,2000-05-27,Combinations
210,5446,Commercial,2000-05-27,Combinations
211,57062,Savings,2000-05-31,Combinations
212,32119,Commercial,2000-05-31,Combinations
213,18453,Commercial,2000-05-31,Combinations
214,1128,Commercial,2000-06-01,Combinations
215,12918,Commercial,2000-06-01,Combinations
216,24216,Commercial,2000-06-01,Combinations
217,16253,Commercial,2000-06-05,Combinations
218,35085,Savings,2000-06-07,Combinations
219,3936,Commercial,2000-06-07,Combinations
220,17582,Commercial,2000-06-09,Combinations
221,29989,Commercial,2000-06-09,Combinations
222,28980,Savings,2000-06-09,Combinations
223,17608,Commercial,2000-06-14,Combinations
224,24505,Commercial,2000-06-15,Combinations
225,30736,Commercial,2000-06-15,Combinations
226,16782,Commercial,2000-06-16,Combinations
227,30264,Commercial,2000-06-16,Combinations
228,22000,Commercial,2000-06-17,Combinations
229,28574,Commercial,2000-06-17,Combinations
230,34228,Commercial,2000-06-17,Combinations
231,29505,Commercial,2000-06-20,Combinations
232,23213,Commercial,2000-06-22,Combinations
233,15950,Commercial,2000-06-22,Combinations
234,13659,Commercial,2000-06-23,Combinations
235,12909,Commercial,2000-06-23,Combinations
236,17941,Savings,2000-06-23,Combinations
237,14143,Commercial,2000-06-23,Combinations
238,26706,Commercial,2000-06-23,Combinations
239,23447,Commercial,2000-06-23,Combinations
240,19968,Commercial,2000-06-24,Combinations
241,5351,Commercial,2000-06-24,Combinations
242,17835,Commercial,2000-06-24,Combinations
243,12401,Commercial,2000-06-24,Combinations
244,12817,Commercial,2000-06-24,Combinations
245,10302,Commercial,2000-06-24,Combinations
246,11005,Commercial,2000-06-26,Combinations
247,5004,Commercial,2000-06-26,Combinations
248,28034,Commercial,2000-06-26,Combinations
249,4755,Commercial,2000-06-26,Combinations
250,27382,Commercial,2000-06-27,Combinations
251,30384,Commercial,2000-06-30,Combinations
252,27283,Commercial,2000-06-30,Combinations
253,30143,Savings,2000-06-30,Combinations
254,29528,Commercial,2000-07-01,Combinations
255,19624,Commercial,2000-07-01,Combinations
256,11683,Commercial,2000-07-01,Combinations
257,26415,Commercial,2000-07-01,Combinations
258,27346,Commercial,2000-07-01,Combinations
259,1814,Commercial,2000-07-01,Combinations
260,10172,Commercial,2000-07-01,Combinations
261,34244,Commercial,2000-07-01,Combinations
262,33944,Commercial,2000-07-03,Combinations
263,14384,Savings,2000-07-03,Combinations
264,5125,Commercial,2000-07-08,Combinations
265,5233,Commercial,2000-07-08,Combinations
266,21758,Commercial,2000-07-08,Combinations
267,5237,Commercial,2000-07-08,Combinations
268,18807,Commercial,2000-07-10,Combinations
269,5500,Commercial,2000-07-13,Combinations
270,1672,Commercial,2000-07-14,Combinations
271,25842,Commercial,2000-07-14,Combinations
272,14743,Commercial,2000-07-14,Combinations
273,26294,Commercial,2000-07-14,Combinations
274,3843,Commercial,2000-07-14,Combinations
275,31048,Commercial,2000-07-14,Combinations
276,10135,Commercial,2000-07-14,Combinations
277,4875,Commercial,2000-07-14,Combinations
278,3767,Commercial,2000-07-14,Combinations
279,2316,Commercial,2000-07-14,Combinations
280,27671,Savings,2000-07-14,Combinations
281,5542,Commercial,2000-07-15,Combinations
282,30755,Commercial,2000-07-15,Combinations
283,10411,Commercial,2000-07-15,Combinations
284,33074,Commercial,2000-07-15,Combinations
285,33547,Commercial,2000-07-15,Combinations
286,27122,Commercial,2000-07-15,Combinations
287,8481,Commercial,2000-07-15,Combinations
288,26307,Commercial,2000-07-15,Combinations
289,30266,Savings,2000-07-18,Combinations
290,26739,Commercial,2000-07-18,Combinations
291,23020,Commercial,2000-07-20,Combinations
292,28308,Commercial,2000-07-21,Combinations
293,5055,Commercial,2000-07-22,Combinations
294,5069,Commercial,2000-07-22,Combinations
295,14254,Commercial,2000-07-22,Combinations
296,5060,Commercial,2000-07-22,Combinations
297,5059,Commercial,2000-07-22,Combinations
298,9025,Commercial,2000-07-27,Combinations
299,27747,Commercial,2000-07-27,Combinations
300,24728,Commercial,2000-07-28,Combinations
301,30453,Savings,2000-07-28,Combinations
302,12218,Commercial,2000-07-31,Combinations
303,21332,Commercial,2000-07-31,Combinations
304,8561,Commercial,2000-07-31,Combinations
305,15411,Commercial,2000-07-31,Combinations
306,5964,Commercial,2000-07-31,Combinations
307,5118,Commercial,2000-08-01,Combinations
308,30456,Savings,2000-08-01,Combinations
309,25086,Commercial,2000-08-01,Combinations
310,3263,Commercial,2000-08-01,Combinations
311,14446,Commercial,2000-08-08,Combinations
312,18607,Commercial,2000-08-08,Combinations
313,22011,Commercial,2000-08-08,Combinations
314,9474,Commercial,2000-08-10,Combinations
315,20017,Commercial,2000-08-10,Combinations
316,4573,Commercial,2000-08-11,Combinations
317,33854,Commercial,2000-08-11,Combinations
318,18890,Commercial,2000-08-12,Combinations
319,5433,Commercial,2000-08-12,Combinations
320,1440,Commercial,2000-08-12,Combinations
321,5429,Commercial,2000-08-12,Combinations
322,13944,Commercial,2000-08-12,Combinations
323,5492,Commercial,2000-08-12,Combinations
324,18466,Commercial,2000-08-14,Combinations
325,16314,Commercial,2000-08-16,Combinations
326,14931,Commercial,2000-08-17,Combinations
327,12846,Commercial,2000-08-17,Combinations
328,10661,Commercial,2000-08-17,Combinations
329,13085,Commercial,2000-08-17,Combinations
330,34901,Commercial,2000-08-18,Combinations
331,15236,Commercial,2000-08-18,Combinations
332,21621,Commercial,2000-08-18,Combinations
333,11313,Commercial,2000-08-18,Combinations
334,14342,Commercial,2000-08-18,Combinations
335,273,Commercial,2000-08-18,Combinations
336,27320,Commercial,2000-08-19,Combinations
337,33181,Commercial,2000-08-21,Combinations
338,15858,Commercial,2000-08-21,Combinations
339,189,Commercial,2000-08-24,Combinations
340,31448,Savings,2000-08-24,Combinations
341,17518,Commercial,2000-08-25,Combinations
342,12288,Commercial,2000-08-25,Combinations
343,23941,Commercial,2000-08-25,Combinations
344,5124,Commercial,2000-08-26,Combinations
345,5195,Commercial,2000-08-26,Combinations
346,14297,Commercial,2000-08-29,Combinations
347,18160,Commercial,2000-08-29,Combinations
348,9527,Commercial,2000-08-29,Combinations
349,23320,Commercial,2000-08-29,Combinations
350,10646,Commercial,2000-08-29,Combinations
351,11489,Commercial,2000-08-29,Combinations
352,26461,Commercial,2000-08-29,Combinations
353,5148,Commercial,2000-08-29,Combinations
354,9292,Commercial,2000-08-29,Combinations
355,24385,Commercial,2000-08-29,Combinations
356,32269,Commercial,2000-08-31,Combinations
357,33004,Commercial,2000-08-31,Combinations
358,27171,Commercial,2000-08-31,Combinations
359,30141,Commercial,2000-08-31,Combinations
360,6357,Commercial,2000-09-01,Combinations
361,3876,Commercial,2000-09-01,Combinations
362,22553,Commercial,2000-09-01,Combinations
363,17107,Commercial,2000-09-01,Combinations
364,14336,Commercial,2000-09-01,Combinations
365,27444,Savings,2000-09-01,Combinations
366,1530,Commercial,2000-09-01,Combinations
367,18052,Commercial,2000-09-01,Combinations
368,15193,Commercial,2000-09-01,Combinations
369,21173,Commercial,2000-09-01,Combinations
370,3859,Commercial,2000-09-01,Combinations
371,11253,Commercial,2000-09-01,Combinations
372,34141,Commercial,2000-09-01,Combinations
373,3893,Commercial,2000-09-01,Combinations
374,23895,Commercial,2000-09-01,Combinations
375,3865,Commercial,2000-09-01,Combinations
376,19067,Commercial,2000-09-01,Combinations
377,23122,Commercial,2000-09-05,Combinations
378,8806,Commercial,2000-09-08,Combinations
379,2322,Commercial,2000-09-11,Combinations
380,33203,Savings,2000-09-14,Combinations
381,5583,Commercial,2000-09-15,Combinations
382,24596,Commercial,2000-09-15,Combinations
383,19122,Commercial,2000-09-15,Combinations
384,26250,Commercial,2000-09-16,Combinations
385,22547,Commercial,2000-09-16,Combinations
386,2751,Commercial,2000-09-16,Combinations
387,10092,Commercial,2000-09-16,Combinations
388,6682,Commercial,2000-09-16,Combinations
389,13954,Commercial,2000-09-18,Combinations
390,17540,Commercial,2000-09-18,Combinations
391,4521,Commercial,2000-09-18,Combinations
392,5618,Commercial,2000-09-18,Combinations
393,5725,Commercial,2000-09-21,Combinations
394,24891,Commercial,2000-09-21,Combinations
395,3986,Commercial,2000-09-22,Combinations
396,13252,Commercial,2000-09-23,Combinations
397,33619,Commercial,2000-09-23,Combinations
398,14226,Commercial,2000-09-23,Combinations
399,7564,Commercial,2000-09-23,Combinations
400,14418,Commercial,2000-09-23,Combinations
401,14066,Commercial,2000-09-23,Combinations
402,32562,Commercial,2000-09-25,Combinations
403,29572,Savings,2000-09-27,Combinations
404,30021,Commercial,2000-09-29,Combinations
405,9683,Commercial,2000-09-30,Combinations
406,4396,Commercial,2000-10-01,Combinations
407,1159,Commercial,2000-10-01,Combinations
408,13426,Commercial,2000-10-01,Combinations
409,7661,Commercial,2000-10-01,Combinations
410,5488,Commercial,2000-10-01,Combinations
411,8,Commercial,2000-10-02,Combinations
412,34151,Commercial,2000-10-02,Combinations
413,12148,Commercial,2000-10-02,Combinations
414,13163,Commercial,2000-10-02,Combinations
415,25066,Commercial,2000-10-02,Combinations
416,3385,Commercial,2000-10-02,Combinations
417,8764,Commercial,2000-10-02,Combinations
418,11365,Commercial,2000-10-02,Combinations
419,271,Commercial,2000-10-02,Combinations
420,2696,Commercial,2000-10-02,Combinations
421,30196,Commercial,2000-10-02,Combinations
422,2746,Commercial,2000-10-02,Combinations
423,31564,Savings,2000-10-02,Combinations
424,8766,Commercial,2000-10-02,Combinations
425,265,Commercial,2000-10-02,Combinations
426,28537,Savings,2000-10-04,Combinations
427,24567,Commercial,2000-10-07,Combinations
428,16706,Commercial,2000-10-07,Combinations
429,7712,Commercial,2000-10-07,Combinations
430,31631,Commercial,2000-10-08,Combinations
431,30252,Commercial,2000-10-09,Combinations
432,13448,Commercial,2000-10-09,Combinations
433,10992,Commercial,2000-10-09,Combinations
434,10461,Commercial,2000-10-09,Combinations
435,13047,Commercial,2000-10-09,Combinations
436,16687,Commercial,2000-10-10,Combinations
437,3772,Commercial,2000-10-12,Combinations
438,27535,Commercial,2000-10-12,Combinations
439,29474,Commercial,2000-10-13,Combinations
440,24888,Commercial,2000-10-13,Combinations
441,21269,Commercial,2000-10-13,Combinations
442,18577,Commercial,2000-10-16,Combinations
443,26771,Commercial,2000-10-19,Combinations
444,20386,Commercial,2000-10-20,Combinations
445,5441,Commercial,2000-10-21,Combinations
446,22860,Commercial,2000-10-21,Combinations
447,21948,Commercial,2000-10-21,Combinations
448,33206,Commercial,2000-10-23,Combinations
449,8788,Commercial,2000-10-23,Combinations
450,29773,Commercial,2000-10-28,Combinations
451,25123,Commercial,2000-10-28,Combinations
452,10573,Commercial,2000-10-28,Combinations
453,30821,Savings,2000-10-30,Combinations
454,33349,Commercial,2000-10-30,Combinations
455,27634,Commercial,2000-10-31,Combinations
456,57226,Savings,2000-11-01,Combinations
457,35504,Savings,2000-11-01,Combinations
458,21650,Commercial,2000-11-01,Combinations
459,32036,Commercial,2000-11-01,Combinations
460,14618,Commercial,2000-11-01,Combinations
461,57227,Savings,2000-11-01,Combinations
462,20233,Commercial,2000-11-01,Combinations
463,22529,Commercial,2000-11-01,Combinations
464,12919,Commercial,2000-11-01,Combinations
465,22962,Commercial,2000-11-01,Combinations
466,29887,Commercial,2000-11-01,Combinations
467,34030,Commercial,2000-11-01,Combinations
468,29473,Commercial,2000-11-03,Combinations
469,18310,Commercial,2000-11-06,Combinations
470,20524,Commercial,2000-11-08,Combinations
471,17384,Commercial,2000-11-09,Combinations
472,6775,Commercial,2000-11-10,Combinations
473,17625,Commercial,2000-11-10,Combinations
474,12658,Commercial,2000-11-10,Combinations
475,840,Commercial,2000-11-10,Combinations
476,17843,Commercial,2000-11-10,Combinations
477,14306,Commercial,2000-11-10,Combinations
478,9027,Commercial,2000-11-10,Combinations
479,35460,Commercial,2000-11-10,Combinations
480,26804,Commercial,2000-11-10,Combinations
481,31910,Savings,2000-11-10,Combinations
482,26637,Commercial,2000-11-10,Combinations
483,15998,Savings,2000-11-10,Combinations
484,34066,Commercial,2000-11-10,Combinations
485,30288,Commercial,2000-11-10,Combinations
486,30501,Savings,2000-11-10,Combinations
487,23348,Commercial,2000-11-11,Combinations
488,23349,Commercial,2000-11-11,Combinations
489,10373,Commercial,2000-11-13,Combinations
490,32391,Commercial,2000-11-13,Combinations
491,27639,Commercial,2000-11-13,Combinations
492,31357,Commercial,2000-11-15,Combinations
493,10119,Commercial,2000-11-17,Combinations
494,30286,Commercial,2000-11-17,Combinations
495,28074,Commercial,2000-11-17,Combinations
496,5494,Commercial,2000-11-18,Combinations
497,875,Commercial,2000-11-20,Combinations
498,31042,Commercial,2000-11-20,Combinations
499,33149,Commercial,2000-11-20,Combinations
500,36308,Savings,2000-11-28,Combinations
501,32271,Commercial,2000-11-30,Combinations
502,27383,Commercial,2000-12-01,Combinations
503,26668,Commercial,2000-12-01,Combinations
504,34773,Commercial,2000-12-01,Combinations
505,8085,Commercial,2000-12-01,Combinations
506,28039,Commercial,2000-12-01,Combinations
507,5862,Commercial,2000-12-01,Combinations
508,3124,Commercial,2000-12-04,Combinations
509,13587,Commercial,2000-12-04,Combinations
510,19823,Commercial,2000-12-04,Combinations
511,25137,Commercial,2000-12-08,Combinations
512,16494,Commercial,2000-12-08,Combinations
513,29717,Savings,2000-12-08,Combinations
514,24340,Commercial,2000-12-08,Combinations
515,9975,Commercial,2000-12-08,Combinations
516,26628,Commercial,2000-12-09,Combinations
517,7423,Commercial,2000-12-09,Combinations
518,29738,Commercial,2000-12-09,Combinations
519,26761,Commercial,2000-12-09,Combinations
520,16150,Commercial,2000-12-11,Combinations
521,34390,Commercial,2000-12-15,Combinations
522,33140,Commercial,2000-12-15,Combinations
523,16367,Commercial,2000-12-15,Combinations
524,23496,Commercial,2000-12-16,Combinations
525,22061,Commercial,2000-12-16,Combinations
526,23064,Commercial,2000-12-16,Combinations
527,35110,Commercial,2000-12-21,Combinations
528,29350,Savings,2000-12-22,Combinations
529,19999,Commercial,2000-12-29,Combinations
530,90992,Commercial,2000-12-29,Combinations
531,12665,Commercial,2000-12-29,Combinations
532,26596,Commercial,2000-12-29,Combinations
533,33969,Commercial,2000-12-29,Combinations
534,743,Commercial,2000-12-29,Combinations
535,776,Commercial,2000-12-29,Combinations
536,26321,Commercial,2000-12-29,Combinations
537,13226,Commercial,2000-12-29,Combinations
538,26877,Commercial,2000-12-29,Combinations
539,30087,Commercial,2000-12-29,Combinations
540,33474,Commercial,2000-12-29,Combinations
541,32954,Commercial,2000-12-29,Combinations
542,32738,Commercial,2000-12-29,Combinations
543,33968,Commercial,2000-12-29,Combinations
544,26788,Commercial,2000-12-29,Combinations
545,27177,Commercial,2000-12-29,Combinations
546,26717,Commercial,2000-12-29,Combinations
547,31085,Commercial,2000-12-30,Combinations
548,17499,Commercial,2000-12-30,Combinations
549,30694,Commercial,2000-12-30,Combinations
550,15220,Commercial,2000-12-31,Combinations
551,29927,Commercial,2000-12-31,Combinations
552,31315,Savings,2000-12-31,Combinations
553,34034,Commercial,2001-01-01,Combinations
554,15861,Commercial,2001-01-01,Combinations
555,13045,Commercial,2001-01-01,Combinations
556,14947,Commercial,2001-01-01,Combinations
557,22947,Commercial,2001-01-01,Combinations
558,14719,Commercial,2001-01-01,Combinations
559,14921,Commercial,2001-01-01,Combinations
560,12733,Commercial,2001-01-01,Combinations
561,34474,Commercial,2001-01-01,Combinations
562,32319,Commercial,2001-01-01,Combinations
563,17586,Commercial,2001-01-01,Combinations
564,34303,Commercial,2001-01-01,Combinations
565,8802,Commercial,2001-01-01,Combinations
566,34330,Commercial,2001-01-01,Combinations
567,12175,Commercial,2001-01-01,Combinations
568,12890,Commercial,2001-01-01,Combinations
569,33765,Commercial,2001-01-01,Combinations
570,90548,Savings,2001-01-01,Combinations
571,34414,Commercial,2001-01-02,Combinations
572,483,Commercial,2001-01-02,Combinations
573,33403,Savings,2001-01-02,Combinations
574,35552,Savings,2001-01-02,Combinations
575,19822,Savings,2001-01-02,Combinations
576,26277,Commercial,2001-01-02,Combinations
577,34375,Savings,2001-01-02,Combinations
578,27588,Savings,2001-01-02,Combinations
579,7403,Commercial,2001-01-04,Combinations
580,17994,Commercial,2001-01-05,Combinations
581,21690,Commercial,2001-01-05,Combinations
582,28645,Commercial,2001-01-12,Combinations
583,34587,Commercial,2001-01-12,Combinations
584,35003,Commercial,2001-01-13,Combinations
585,5104,Commercial,2001-01-13,Combinations
586,16806,Commercial,2001-01-15,Combinations
587,27449,Commercial,2001-01-16,Combinations
588,20318,Commercial,2001-01-16,Combinations
589,21745,Commercial,2001-01-16,Combinations
590,16896,Commercial,2001-01-19,Combinations
591,643,Commercial,2001-01-19,Combinations
592,11627,Commercial,2001-01-22,Combinations
593,27313,Commercial,2001-01-25,Combinations
594,7154,Commercial,2001-01-26,Combinations
595,19169,Commercial,2001-01-26,Combinations
596,27473,Commercial,2001-01-26,Combinations
597,1557,Commercial,2001-01-26,Combinations
598,10310,Commercial,2001-01-27,Combinations
599,28629,Savings,2001-01-31,Combinations
600,15683,Commercial,2001-01-31,Combinations
601,5333,Commercial,2001-02-01,Combinations
602,33419,Commercial,2001-02-01,Combinations
603,21759,Commercial,2001-02-01,Combinations
604,1018,Commercial,2001-02-01,Combinations
605,6206,Commercial,2001-02-01,Combinations
606,19648,Commercial,2001-02-01,Combinations
607,34261,Savings,2001-02-01,Combinations
608,12306,Savings,2001-02-02,Combinations
609,32780,Commercial,2001-02-02,Combinations
610,27474,Commercial,2001-02-08,Combinations
611,4306,Commercial,2001-02-08,Combinations
612,18670,Commercial,2001-02-09,Combinations
613,6964,Commercial,2001-02-10,Combinations
614,32640,Savings,2001-02-13,Combinations
615,27450,Commercial,2001-02-16,Combinations
616,2233,Commercial,2001-02-16,Combinations
617,26629,Commercial,2001-02-16,Combinations
618,11345,Savings,2001-02-16,Combinations
619,27527,Commercial,2001-02-16,Combinations
620,33958,Commercial,2001-02-16,Combinations
621,16460,Commercial,2001-02-16,Combinations
622,27819,Commercial,2001-02-17,Combinations
623,5479,Commercial,2001-02-22,Combinations
624,15549,Commercial,2001-02-23,Combinations
625,9135,Commercial,2001-02-23,Combinations
626,17869,Commercial,2001-02-23,Combinations
627,1221,Commercial,2001-02-23,Combinations
628,14682,Commercial,2001-02-24,Combinations
629,15589,Commercial,2001-02-28,Combinations
630,21710,Commercial,2001-03-01,Combinations
631,550,Commercial,2001-03-01,Combinations
632,12784,Commercial,2001-03-01,Combinations
633,17944,Commercial,2001-03-01,Combinations
634,7406,Commercial,2001-03-01,Combinations
635,27356,Commercial,2001-03-01,Combinations
636,26478,Savings,2001-03-01,Combinations
